text,L1
"
 Libyan cuisine is vary from north libya and south libya but generally it is considered as a mixture of Arabic and Italian food. particularly macaroni. But a famous local dish is couscous, which is a boiled cereal (traditionally millet, now fairly often wheat) in combination with meat and potatoes. Libya also grows olives and lots of fruit and vegetables. Sharba is a traditional Libyan soup. Bazin is a hard paste, made from barley, salt and water.
 
 All alcoholic drink is banned in Libya, and alcohol is considered as illegal, and impolite. Libyan tea is a thick beverage served in a small glass, often accompanied by mint or peanuts. 

",Arabic
"I used to live in Riyadh. I attended Alalamiah Institute. In those days I used to have nice car. I used to drive to school everyday. I didn't use to take buses. I used to wear glasses in computer labs. I never used to speak English.

Today I'm living in Pittsburgh, PA and studying English program at University of Pittsburgh. I'm taking a bus to school everyday. I'm not wearing glasses in classes.
I'm speaking English with people everywhere.


",Arabic
"I like challenging dishes, because it need a hard work and any thing you get after a hard working will be delicious. ",Arabic
"I got up at 8:00 this morning. I brushed my teeth and ate breakfast in the morning on Friday, and I left for school around nine o'clock. I got to school by bus, and I was on time ,as always. I put my mind to study in the classes, and I liked to study with my teachers and the other students this morning.",Chinese
FOOD.,Arabic
"Undergraduate tuition: between $2,000 and $10,000 a year.(rises to between $14,000 and $24,000 a year at a private university.)
Textbooks and stationery: $500 to $800 per year.
Compus housing pay between: $3,500 and $9,000 per year. Add money for clothes,travel, and other personal expenses, and one year at a University can as much as $35,000.",Korean
"The American food is not my favorite, but the hamburger who is my favorite American food because of the hamburger has bread, meat and vegetable. Others are junk food. I don't like eat junk food.
I am not sure that Americans cannot cook. I think the most American people can cook, but their skills are not well. 
I heard Stay's sister can cooks. I heard her can cooks different kind of food. I heard this was last thanksgiving day of 2009. ",Chinese
I can take part in Answering or asking questions. ,Arabic
I`m taking 5 clesses. I`t a full time classes.,Korean
"No, it doesn't. because my country is inland. ",Chinese
I live with my aunt in my houes.,Korean
"What are the most useful things you have learned in writing 3 this semester?
There are two useful things I have learned in writing 3 this semester.
One useful thing I have learned in writing 3 this semester is writing skills.
For example, when I participate this semester in first month, I always use my thinking process to learn the class. Also, I write stances and paragraphs with mistake approach. Then I was aware of paragraph structure such as topic sentences, supporting sentences, and concluding sentence. It is very important writing skill, so I have to analyze the structure with appropriate approach. Therefore, an accurate structure of writing process is major step.
A second, useful thing I have learned in writing 3 this semester is idea.
For instances, when the teacher teach us to write essay, it has different topic. This topic's context is very individual in the same essay. Also, I have to create an idea of topic in the thinking process. The ideal's organization is important to content all essay because it can express available opinions for readers. Therefore, it is significant part of write essay.
 All in all, I have learned writing skill and created ideal in the class, so it can improve my English writing. There is a word for the teacher"" thank you for your teaching and patient.'' 
",Chinese
"Increasing of operating expenditures of per student in the Fox Chapel Area School District must come to attention the residents in the Fox Chapel. In 2001, in the FCASD, operating expenditures were just about 9,600 dollars. From then on to 2005, operating expenditures had been about 12,000 dollars. Increasing percentage is 20 percent. Increasing percentage of average every year was about 4.46 percent. This was bigger increasing. It shows that management cost was increased. It indicates that the government continually raised education outlay every year. It implies that the residents will pay more tax. This should fall the life quality of the residents in FCASD. The residents should supervise the principals of all school in FCASD to improve their ability and reduce unnecessary cost.",Chinese
